profileName,beerName_1,beerId_1,beerABV_1,beerStyle_1,reviewText_1,appearanceRate_1,aromaRate_1,palateRate_1,tasteRate_1,beerName_2,beerId_2,beerABV_2,beerStyle_2,reviewText_2,appearanceRate_2,aromaRate_2,palateRate_2,tasteRate_2,appearance,aroma,palate,taste
junior,Samuel Smith's Oatmeal Stout,571,5,Oatmeal Stout,"Appearance: A very dark rich look. Almost chocolate in nature. When you pour it the trails are that of a light milk chocolate blending into a dark chocolate color. Smell: Nice aroma with a sent of chocolate Taste: A hint of chocolate, with a roasted flavor. Mouthfeel: A nice full-bodied beer. Very little carbonation. Drinkability: I could drink this every day. However, to enjoy it completely make sure it's not cold. Slightly below room temp, will bring out all of the flavors.",4.5,4.5,4.5,5.0,Young's Old Nick Barley Wine Ale,1441,2025-02-07 00:00:00,English Barleywine,"Appearance: Resembled a cloudy Thomas Hardy with some reddish accents. Had a head from beginning to end. Smell: I felt it had a high hop aroma with a very minimal fruity aroma. Taste: I tasted malt and carmel flavoring, however I felt like there was a bad after taste. Also very bitter. Mouthfeel: Very nice going down. Drinkability: I think this will be better once it ages a bit.",3.5,3.5,4.0,3.5,1.0,1.0,-1.0,1.0
junior,Coors Light,837,2025-02-04 00:00:00,Light Lager,"Appearance: Has a really weak golden color with really no head. Smell: Can't smell anything. Maybe a trace of hops or two. Taste: Once you have like 5 the taste grows on you. Mouthfeel: Kinda like highly carbonated water. Drinkability: It's called ""Girls Light"" for a reason. Notes: This indeed is a really horrible beer, however in my mind it is still slightly drinkable.",2.0,1.5,2.5,2.5,Young's Old Nick Barley Wine Ale,1441,2025-02-07 00:00:00,English Barleywine,"Appearance: Resembled a cloudy Thomas Hardy with some reddish accents. Had a head from beginning to end. Smell: I felt it had a high hop aroma with a very minimal fruity aroma. Taste: I tasted malt and carmel flavoring, however I felt like there was a bad after taste. Also very bitter. Mouthfeel: Very nice going down. Drinkability: I think this will be better once it ages a bit.",3.5,3.5,4.0,3.5,-1.0,-1.0,-1.0,1.0
junior,HopDevil Ale,1005,2025-07-06 00:00:00,American IPA,I have been wanting to try this Ale for some time now and when I found it at the local pub on draft I was happy. Appearance: So at first glance the color was beautiful. A reddish golden hue similar to an Indian moon. Smell: The smell is wonderful even in the atmosphere of grease and smoke. Taste: The flavor will make your taste buds dance and your mouth grin the whole time you drink this Ale. Mouthfeel: Goes down smooth. Drinkability: This is an Ale which I will have a constant place on the shelf in my fridge.,4.5,4.5,4.5,4.5,Samuel Smith's Oatmeal Stout,571,5,Oatmeal Stout,"Appearance: A very dark rich look. Almost chocolate in nature. When you pour it the trails are that of a light milk chocolate blending into a dark chocolate color. Smell: Nice aroma with a sent of chocolate Taste: A hint of chocolate, with a roasted flavor. Mouthfeel: A nice full-bodied beer. Very little carbonation. Drinkability: I could drink this every day. However, to enjoy it completely make sure it's not cold. Slightly below room temp, will bring out all of the flavors.",4.5,4.5,4.5,5.0,1.0,1.0,0.0,0.0
junior,HopDevil Ale,1005,2025-07-06 00:00:00,American IPA,I have been wanting to try this Ale for some time now and when I found it at the local pub on draft I was happy. Appearance: So at first glance the color was beautiful. A reddish golden hue similar to an Indian moon. Smell: The smell is wonderful even in the atmosphere of grease and smoke. Taste: The flavor will make your taste buds dance and your mouth grin the whole time you drink this Ale. Mouthfeel: Goes down smooth. Drinkability: This is an Ale which I will have a constant place on the shelf in my fridge.,4.5,4.5,4.5,4.5,J.W. Lees Vintage Harvest Ale,705,2025-05-11 00:00:00,English Barleywine,"Appearance: A nice dark copper color. Crystal clear with out any sediment. I was really surprised with the head retention of this ale after letting it age for 3 years. Smell: Very complex with flavors. Honey, raisins, and many fruity flavors can be found. Taste: An awesome taste. There are so many flavors it is impossible to describe without one trying it for themselves. There are hints of honey, raisins and caramel. I enjoyed mine with some chocolate. The sweetness of the chocolate combined with the flavors of the ale made it taste that much more amazing. Mouthfeel: Smooth going down from beginning to end. It has a hint of the brandy warmth going down as well. Drinkability: This is an ale to be savored on special occasions and when you have some extra cash due to the price per bottle. Notes: This ale was very good after letting age for 3 years. I think if it sat another year or two it would have been that much better.",4.5,5.0,4.5,4.5,1.0,1.0,0.0,-1.0
junior,Coors Light,837,2025-02-04 00:00:00,Light Lager,"Appearance: Has a really weak golden color with really no head. Smell: Can't smell anything. Maybe a trace of hops or two. Taste: Once you have like 5 the taste grows on you. Mouthfeel: Kinda like highly carbonated water. Drinkability: It's called ""Girls Light"" for a reason. Notes: This indeed is a really horrible beer, however in my mind it is still slightly drinkable.",2.0,1.5,2.5,2.5,J.W. Lees Vintage Harvest Ale,705,2025-05-11 00:00:00,English Barleywine,"Appearance: A nice dark copper color. Crystal clear with out any sediment. I was really surprised with the head retention of this ale after letting it age for 3 years. Smell: Very complex with flavors. Honey, raisins, and many fruity flavors can be found. Taste: An awesome taste. There are so many flavors it is impossible to describe without one trying it for themselves. There are hints of honey, raisins and caramel. I enjoyed mine with some chocolate. The sweetness of the chocolate combined with the flavors of the ale made it taste that much more amazing. Mouthfeel: Smooth going down from beginning to end. It has a hint of the brandy warmth going down as well. Drinkability: This is an ale to be savored on special occasions and when you have some extra cash due to the price per bottle. Notes: This ale was very good after letting age for 3 years. I think if it sat another year or two it would have been that much better.",4.5,5.0,4.5,4.5,-1.0,-1.0,-1.0,-1.0
junior,HopDevil Ale,1005,2025-07-06 00:00:00,American IPA,I have been wanting to try this Ale for some time now and when I found it at the local pub on draft I was happy. Appearance: So at first glance the color was beautiful. A reddish golden hue similar to an Indian moon. Smell: The smell is wonderful even in the atmosphere of grease and smoke. Taste: The flavor will make your taste buds dance and your mouth grin the whole time you drink this Ale. Mouthfeel: Goes down smooth. Drinkability: This is an Ale which I will have a constant place on the shelf in my fridge.,4.5,4.5,4.5,4.5,Young's Old Nick Barley Wine Ale,1441,2025-02-07 00:00:00,English Barleywine,"Appearance: Resembled a cloudy Thomas Hardy with some reddish accents. Had a head from beginning to end. Smell: I felt it had a high hop aroma with a very minimal fruity aroma. Taste: I tasted malt and carmel flavoring, however I felt like there was a bad after taste. Also very bitter. Mouthfeel: Very nice going down. Drinkability: I think this will be better once it ages a bit.",3.5,3.5,4.0,3.5,1.0,1.0,-1.0,1.0
junior,HopDevil Ale,1005,2025-07-06 00:00:00,American IPA,I have been wanting to try this Ale for some time now and when I found it at the local pub on draft I was happy. Appearance: So at first glance the color was beautiful. A reddish golden hue similar to an Indian moon. Smell: The smell is wonderful even in the atmosphere of grease and smoke. Taste: The flavor will make your taste buds dance and your mouth grin the whole time you drink this Ale. Mouthfeel: Goes down smooth. Drinkability: This is an Ale which I will have a constant place on the shelf in my fridge.,4.5,4.5,4.5,4.5,Coors Light,837,2025-02-04 00:00:00,Light Lager,"Appearance: Has a really weak golden color with really no head. Smell: Can't smell anything. Maybe a trace of hops or two. Taste: Once you have like 5 the taste grows on you. Mouthfeel: Kinda like highly carbonated water. Drinkability: It's called ""Girls Light"" for a reason. Notes: This indeed is a really horrible beer, however in my mind it is still slightly drinkable.",2.0,1.5,2.5,2.5,1.0,1.0,1.0,0.0
kevin400,Chief BlackHawk Porter,3375,2025-06-05 00:00:00,American Porter,"This dark and somewhat creamy porter has hit the nail on the head with its burnt but not charred charachteristic. It is adequatly bitter but does not exceed to be characterized as ""bitter"". The burnt taste pushes the envelope for this rather thin bodied beer. Any more without a thicker mouth feel and it may be too much. As with all Tyranena beers, they are best enjoyed by themselves and not in a session.",4.5,4.5,5.0,4.5,Fargo Brothers Hefeweizen,4889,5.25,Hefeweizen,"This beer strikes me as a kind of mild hefeweizen. Not too strong on the hefe or the weizen. It is exceptionally smooth and lacks much tartness or zing normally associated with this beer type. It does have the normal yeastyness of a h-w, but the banana aroma is just barely hinted at and there is not much of a clove aroma either. For a beer type where smell plays such an important role, this beer sufficiently satisifies but fails to excel. There is a beautiful head that develops, but I wish it would have a slight bit more aroma in this otherwise fabulous h-w.",4.5,4.0,4.5,4.5,-1.0,,-1.0,-1.0
kevin400,Ancient Aztalan Brown Ale,4879,6,English Brown Ale,"An excellent beer, however it is probably the worst beer (still excellent compared to others) from this brewery other than the wheat available at the brewery. Doesn't have the robustness that all of the other Tyranena beers have. Not really malty or bitter, but when this beer is aged in a bourbon barrel, it becomes a masterpiece. The bourbon barrel brown was brewed for the 3 yr. anniversary, and was available only on tap at the brewery in early 2003.",4.5,4.0,5.0,4.5,Chief BlackHawk Porter,3375,2025-06-05 00:00:00,American Porter,"This dark and somewhat creamy porter has hit the nail on the head with its burnt but not charred charachteristic. It is adequatly bitter but does not exceed to be characterized as ""bitter"". The burnt taste pushes the envelope for this rather thin bodied beer. Any more without a thicker mouth feel and it may be too much. As with all Tyranena beers, they are best enjoyed by themselves and not in a session.",4.5,4.5,5.0,4.5,,,,0.0
kevin400,Bitter Woman India Pale Ale,4902,5.75,American IPA,"Quite possibly the epitome of an IPA. This beer bangs your tastebuds and the back of your tongue with HOPS! It has been available peroidically for the last 2 years or so on tap at the brewery, but recently Rob made the wise decision (possibly in response to much customer lobbying) to bottle it and make this IPA availble to the masses. I have not tasted a hoppier beer.",5.0,5.0,5.0,5.0,Fargo Brothers Hefeweizen,4889,5.25,Hefeweizen,"This beer strikes me as a kind of mild hefeweizen. Not too strong on the hefe or the weizen. It is exceptionally smooth and lacks much tartness or zing normally associated with this beer type. It does have the normal yeastyness of a h-w, but the banana aroma is just barely hinted at and there is not much of a clove aroma either. For a beer type where smell plays such an important role, this beer sufficiently satisifies but fails to excel. There is a beautiful head that develops, but I wish it would have a slight bit more aroma in this otherwise fabulous h-w.",4.5,4.0,4.5,4.5,,0.0,,-1.0
kevin400,Bitter Woman India Pale Ale,4902,5.75,American IPA,"Quite possibly the epitome of an IPA. This beer bangs your tastebuds and the back of your tongue with HOPS! It has been available peroidically for the last 2 years or so on tap at the brewery, but recently Rob made the wise decision (possibly in response to much customer lobbying) to bottle it and make this IPA availble to the masses. I have not tasted a hoppier beer.",5.0,5.0,5.0,5.0,Huber Bock Beer,6340,2025-05-05 00:00:00,Bock,"Don't let the low price of this bargain beer fool you. At about $12 for a case of returnables there is not a better beer for the price. The maltyness practcally snuffs out the sulfury metallic taste present in other Huber beers. Nice caramel malt taste. Just beware of some cases that have sat in the store for a while. When fresh, this beer satisfies your craving for a microbrew at practically the cost of an extract homebrew.",4.5,3.0,4.0,3.5,,0.0,,-1.0
kevin400,Ancient Aztalan Brown Ale,4879,6,English Brown Ale,"An excellent beer, however it is probably the worst beer (still excellent compared to others) from this brewery other than the wheat available at the brewery. Doesn't have the robustness that all of the other Tyranena beers have. Not really malty or bitter, but when this beer is aged in a bourbon barrel, it becomes a masterpiece. The bourbon barrel brown was brewed for the 3 yr. anniversary, and was available only on tap at the brewery in early 2003.",4.5,4.0,5.0,4.5,Huber Bock Beer,6340,2025-05-05 00:00:00,Bock,"Don't let the low price of this bargain beer fool you. At about $12 for a case of returnables there is not a better beer for the price. The maltyness practcally snuffs out the sulfury metallic taste present in other Huber beers. Nice caramel malt taste. Just beware of some cases that have sat in the store for a while. When fresh, this beer satisfies your craving for a microbrew at practically the cost of an extract homebrew.",4.5,3.0,4.0,3.5,,0.0,,-1.0
kevin400,Ancient Aztalan Brown Ale,4879,6,English Brown Ale,"An excellent beer, however it is probably the worst beer (still excellent compared to others) from this brewery other than the wheat available at the brewery. Doesn't have the robustness that all of the other Tyranena beers have. Not really malty or bitter, but when this beer is aged in a bourbon barrel, it becomes a masterpiece. The bourbon barrel brown was brewed for the 3 yr. anniversary, and was available only on tap at the brewery in early 2003.",4.5,4.0,5.0,4.5,Bitter Woman India Pale Ale,4902,5.75,American IPA,"Quite possibly the epitome of an IPA. This beer bangs your tastebuds and the back of your tongue with HOPS! It has been available peroidically for the last 2 years or so on tap at the brewery, but recently Rob made the wise decision (possibly in response to much customer lobbying) to bottle it and make this IPA availble to the masses. I have not tasted a hoppier beer.",5.0,5.0,5.0,5.0,,0.0,,0.0
kevin400,Ancient Aztalan Brown Ale,4879,6,English Brown Ale,"An excellent beer, however it is probably the worst beer (still excellent compared to others) from this brewery other than the wheat available at the brewery. Doesn't have the robustness that all of the other Tyranena beers have. Not really malty or bitter, but when this beer is aged in a bourbon barrel, it becomes a masterpiece. The bourbon barrel brown was brewed for the 3 yr. anniversary, and was available only on tap at the brewery in early 2003.",4.5,4.0,5.0,4.5,Fargo Brothers Hefeweizen,4889,5.25,Hefeweizen,"This beer strikes me as a kind of mild hefeweizen. Not too strong on the hefe or the weizen. It is exceptionally smooth and lacks much tartness or zing normally associated with this beer type. It does have the normal yeastyness of a h-w, but the banana aroma is just barely hinted at and there is not much of a clove aroma either. For a beer type where smell plays such an important role, this beer sufficiently satisifies but fails to excel. There is a beautiful head that develops, but I wish it would have a slight bit more aroma in this otherwise fabulous h-w.",4.5,4.0,4.5,4.5,,0.0,,-1.0
kevin400,Bitter Woman India Pale Ale,4902,5.75,American IPA,"Quite possibly the epitome of an IPA. This beer bangs your tastebuds and the back of your tongue with HOPS! It has been available peroidically for the last 2 years or so on tap at the brewery, but recently Rob made the wise decision (possibly in response to much customer lobbying) to bottle it and make this IPA availble to the masses. I have not tasted a hoppier beer.",5.0,5.0,5.0,5.0,Chief BlackHawk Porter,3375,2025-06-05 00:00:00,American Porter,"This dark and somewhat creamy porter has hit the nail on the head with its burnt but not charred charachteristic. It is adequatly bitter but does not exceed to be characterized as ""bitter"". The burnt taste pushes the envelope for this rather thin bodied beer. Any more without a thicker mouth feel and it may be too much. As with all Tyranena beers, they are best enjoyed by themselves and not in a session.",4.5,4.5,5.0,4.5,,,,0.0
kevin400,Chief BlackHawk Porter,3375,2025-06-05 00:00:00,American Porter,"This dark and somewhat creamy porter has hit the nail on the head with its burnt but not charred charachteristic. It is adequatly bitter but does not exceed to be characterized as ""bitter"". The burnt taste pushes the envelope for this rather thin bodied beer. Any more without a thicker mouth feel and it may be too much. As with all Tyranena beers, they are best enjoyed by themselves and not in a session.",4.5,4.5,5.0,4.5,Huber Bock Beer,6340,2025-05-05 00:00:00,Bock,"Don't let the low price of this bargain beer fool you. At about $12 for a case of returnables there is not a better beer for the price. The maltyness practcally snuffs out the sulfury metallic taste present in other Huber beers. Nice caramel malt taste. Just beware of some cases that have sat in the store for a while. When fresh, this beer satisfies your craving for a microbrew at practically the cost of an extract homebrew.",4.5,3.0,4.0,3.5,,,,-1.0
kevin400,Fargo Brothers Hefeweizen,4889,5.25,Hefeweizen,"This beer strikes me as a kind of mild hefeweizen. Not too strong on the hefe or the weizen. It is exceptionally smooth and lacks much tartness or zing normally associated with this beer type. It does have the normal yeastyness of a h-w, but the banana aroma is just barely hinted at and there is not much of a clove aroma either. For a beer type where smell plays such an important role, this beer sufficiently satisifies but fails to excel. There is a beautiful head that develops, but I wish it would have a slight bit more aroma in this otherwise fabulous h-w.",4.5,4.0,4.5,4.5,Huber Bock Beer,6340,2025-05-05 00:00:00,Bock,"Don't let the low price of this bargain beer fool you. At about $12 for a case of returnables there is not a better beer for the price. The maltyness practcally snuffs out the sulfury metallic taste present in other Huber beers. Nice caramel malt taste. Just beware of some cases that have sat in the store for a while. When fresh, this beer satisfies your craving for a microbrew at practically the cost of an extract homebrew.",4.5,3.0,4.0,3.5,,0.0,,1.0
kevinl6,Weihenstephaner Hefeweissbier,731,2025-04-05 00:00:00,Hefeweizen,"The first Weihenstephaner beer I tried was the original lager, and I think I still prefer that to the Hefe. Lots of smell coming from this one. Reminded me of honey/wheat/banana. Poured surprisingly thick with a pretty thick head, even with a perfect pour. The head lingers in some fashion the whole way through this one. Appears very cloudy in the glass, which coupled with the thick appearance, gives the illusion that this isn't a hefe at all. Goes down very smooth, with a taste exactly like the aroma I described above. I think I had my hopes up a little higher on this one. I had the Paulaner hefe a few days earlier, and think I still prefer that one...I'd like to try them both in a taste test! Definately worth a try, but not quite all that I expected.",4.5,4.5,4.0,3.5,Dead Guy Ale,355,2025-05-06 00:00:00,Maibock / Helles Bock,"Another winner from Rogue!!! Poured this one and saw only a little lacy head on one side the glass, virtually none at all. A thick amber colored beer, looked almost like a jar of mountain honey in my frosty mug. Lots of smell coming from this one...fruit? A very satisfying mixture of taste that is at first sweet, then that little bit of Rogue bitterness that makes a nice finish. A unique brew that is always in my fridge!!",4.5,4.0,3.5,4.0,1.0,0.0,,-1.0
kevinl6,Weihenstephaner Hefeweissbier,731,2025-04-05 00:00:00,Hefeweizen,"The first Weihenstephaner beer I tried was the original lager, and I think I still prefer that to the Hefe. Lots of smell coming from this one. Reminded me of honey/wheat/banana. Poured surprisingly thick with a pretty thick head, even with a perfect pour. The head lingers in some fashion the whole way through this one. Appears very cloudy in the glass, which coupled with the thick appearance, gives the illusion that this isn't a hefe at all. Goes down very smooth, with a taste exactly like the aroma I described above. I think I had my hopes up a little higher on this one. I had the Paulaner hefe a few days earlier, and think I still prefer that one...I'd like to try them both in a taste test! Definately worth a try, but not quite all that I expected.",4.5,4.5,4.0,3.5,Guinness Extra Stout (Original),650,6,Irish Dry Stout,"This is an old stand by for me when I don't want anything too expensive or don't want to reward myself with something better. A decent stout, and I'll try to explain. I don't really get any smell from this one. I've sniffed away and I don't really detect anything with the exception of a possible, very slight, ""roasty"" aroma. Pours black and has a slight, tan head....a nice overall appearance. The mouthfeel is the best part of this beer for me....I would equate it to a lowfat chocolate milk. (not thick enough for regular!) The drinkability is ok, the only thing that comes to mind when drinking this is that its a little weak. I can put down a couple of them though. The overall taste lacks a little as well. Again, I taste something a little ""roasty"", but there is not much flavor there. A decent stout.",3.5,2.5,3.5,3.0,1.0,0.0,0.0,1.0
kevinl6,Weihenstephaner Original,712,2025-01-05 00:00:00,Munich Helles Lager,"This is, without a doubt, one fine lager. Not much of an aroma from this one, but that seems to be the case with many lagers. Poured a very clear, golden color with minimal bubbles. This stuff is insanely easy to drink. I find it very hard to set the glass down once I've picked it up! Great beer for summer time also. If you like lager, definately give this one a try.",4.0,3.5,4.0,4.5,Samuel Smith's Imperial Stout,782,7,Russian Imperial Stout,"Whoa!...This is one delicious brew. The bottle had the typical gold wrapping around the top like the other Sam Smith's I've had, and a hypnotizing white label. Poured nice and smooth and appeared jet black in the glass like most good imperials. Very little head on this one. Smelled of coffee and perhaps a hint of chocolate, though neither was overwhelming. Perfect milky smooth mouthfeel, I wanted to 'swish' it around in my mouth before drinking! A lot of flavor and very, very smooth. That Samuel Smith smoothness that I love only complimented the imperial style 'bite' that comes with some of the stronger imperials. I had to go with a 5 on the drinkability on this one, and I rarely give 5s. I did not want to put this one down. Did I mention that it was smooth??!! Alcohol not noticeable until the finish when an ever so slight alcohol warmth caps off a fine, no, very fine brew from Samuel Smith.",4.0,4.0,4.5,4.5,0.0,0.0,,
kevinl6,Weihenstephaner Original,712,2025-01-05 00:00:00,Munich Helles Lager,"This is, without a doubt, one fine lager. Not much of an aroma from this one, but that seems to be the case with many lagers. Poured a very clear, golden color with minimal bubbles. This stuff is insanely easy to drink. I find it very hard to set the glass down once I've picked it up! Great beer for summer time also. If you like lager, definately give this one a try.",4.0,3.5,4.0,4.5,Weihenstephaner Hefeweissbier,731,2025-04-05 00:00:00,Hefeweizen,"The first Weihenstephaner beer I tried was the original lager, and I think I still prefer that to the Hefe. Lots of smell coming from this one. Reminded me of honey/wheat/banana. Poured surprisingly thick with a pretty thick head, even with a perfect pour. The head lingers in some fashion the whole way through this one. Appears very cloudy in the glass, which coupled with the thick appearance, gives the illusion that this isn't a hefe at all. Goes down very smooth, with a taste exactly like the aroma I described above. I think I had my hopes up a little higher on this one. I had the Paulaner hefe a few days earlier, and think I still prefer that one...I'd like to try them both in a taste test! Definately worth a try, but not quite all that I expected.",4.5,4.5,4.0,3.5,0.0,0.0,,
kevinl6,Weihenstephaner Original,712,2025-01-05 00:00:00,Munich Helles Lager,"This is, without a doubt, one fine lager. Not much of an aroma from this one, but that seems to be the case with many lagers. Poured a very clear, golden color with minimal bubbles. This stuff is insanely easy to drink. I find it very hard to set the glass down once I've picked it up! Great beer for summer time also. If you like lager, definately give this one a try.",4.0,3.5,4.0,4.5,Guinness Extra Stout (Original),650,6,Irish Dry Stout,"This is an old stand by for me when I don't want anything too expensive or don't want to reward myself with something better. A decent stout, and I'll try to explain. I don't really get any smell from this one. I've sniffed away and I don't really detect anything with the exception of a possible, very slight, ""roasty"" aroma. Pours black and has a slight, tan head....a nice overall appearance. The mouthfeel is the best part of this beer for me....I would equate it to a lowfat chocolate milk. (not thick enough for regular!) The drinkability is ok, the only thing that comes to mind when drinking this is that its a little weak. I can put down a couple of them though. The overall taste lacks a little as well. Again, I taste something a little ""roasty"", but there is not much flavor there. A decent stout.",3.5,2.5,3.5,3.0,1.0,0.0,,
kevinl6,Weihenstephaner Hefeweissbier,731,2025-04-05 00:00:00,Hefeweizen,"The first Weihenstephaner beer I tried was the original lager, and I think I still prefer that to the Hefe. Lots of smell coming from this one. Reminded me of honey/wheat/banana. Poured surprisingly thick with a pretty thick head, even with a perfect pour. The head lingers in some fashion the whole way through this one. Appears very cloudy in the glass, which coupled with the thick appearance, gives the illusion that this isn't a hefe at all. Goes down very smooth, with a taste exactly like the aroma I described above. I think I had my hopes up a little higher on this one. I had the Paulaner hefe a few days earlier, and think I still prefer that one...I'd like to try them both in a taste test! Definately worth a try, but not quite all that I expected.",4.5,4.5,4.0,3.5,Samuel Smith's Imperial Stout,782,7,Russian Imperial Stout,"Whoa!...This is one delicious brew. The bottle had the typical gold wrapping around the top like the other Sam Smith's I've had, and a hypnotizing white label. Poured nice and smooth and appeared jet black in the glass like most good imperials. Very little head on this one. Smelled of coffee and perhaps a hint of chocolate, though neither was overwhelming. Perfect milky smooth mouthfeel, I wanted to 'swish' it around in my mouth before drinking! A lot of flavor and very, very smooth. That Samuel Smith smoothness that I love only complimented the imperial style 'bite' that comes with some of the stronger imperials. I had to go with a 5 on the drinkability on this one, and I rarely give 5s. I did not want to put this one down. Did I mention that it was smooth??!! Alcohol not noticeable until the finish when an ever so slight alcohol warmth caps off a fine, no, very fine brew from Samuel Smith.",4.0,4.0,4.5,4.5,1.0,0.0,0.0,-1.0
kevinl6,Dead Guy Ale,355,2025-05-06 00:00:00,Maibock / Helles Bock,"Another winner from Rogue!!! Poured this one and saw only a little lacy head on one side the glass, virtually none at all. A thick amber colored beer, looked almost like a jar of mountain honey in my frosty mug. Lots of smell coming from this one...fruit? A very satisfying mixture of taste that is at first sweet, then that little bit of Rogue bitterness that makes a nice finish. A unique brew that is always in my fridge!!",4.5,4.0,3.5,4.0,Guinness Extra Stout (Original),650,6,Irish Dry Stout,"This is an old stand by for me when I don't want anything too expensive or don't want to reward myself with something better. A decent stout, and I'll try to explain. I don't really get any smell from this one. I've sniffed away and I don't really detect anything with the exception of a possible, very slight, ""roasty"" aroma. Pours black and has a slight, tan head....a nice overall appearance. The mouthfeel is the best part of this beer for me....I would equate it to a lowfat chocolate milk. (not thick enough for regular!) The drinkability is ok, the only thing that comes to mind when drinking this is that its a little weak. I can put down a couple of them though. The overall taste lacks a little as well. Again, I taste something a little ""roasty"", but there is not much flavor there. A decent stout.",3.5,2.5,3.5,3.0,-1.0,0.0,,1.0
kevinl6,Dead Guy Ale,355,2025-05-06 00:00:00,Maibock / Helles Bock,"Another winner from Rogue!!! Poured this one and saw only a little lacy head on one side the glass, virtually none at all. A thick amber colored beer, looked almost like a jar of mountain honey in my frosty mug. Lots of smell coming from this one...fruit? A very satisfying mixture of taste that is at first sweet, then that little bit of Rogue bitterness that makes a nice finish. A unique brew that is always in my fridge!!",4.5,4.0,3.5,4.0,Samuel Smith's Imperial Stout,782,7,Russian Imperial Stout,"Whoa!...This is one delicious brew. The bottle had the typical gold wrapping around the top like the other Sam Smith's I've had, and a hypnotizing white label. Poured nice and smooth and appeared jet black in the glass like most good imperials. Very little head on this one. Smelled of coffee and perhaps a hint of chocolate, though neither was overwhelming. Perfect milky smooth mouthfeel, I wanted to 'swish' it around in my mouth before drinking! A lot of flavor and very, very smooth. That Samuel Smith smoothness that I love only complimented the imperial style 'bite' that comes with some of the stronger imperials. I had to go with a 5 on the drinkability on this one, and I rarely give 5s. I did not want to put this one down. Did I mention that it was smooth??!! Alcohol not noticeable until the finish when an ever so slight alcohol warmth caps off a fine, no, very fine brew from Samuel Smith.",4.0,4.0,4.5,4.5,-1.0,0.0,,0.0
kevinl6,Samuel Smith's Imperial Stout,782,7,Russian Imperial Stout,"Whoa!...This is one delicious brew. The bottle had the typical gold wrapping around the top like the other Sam Smith's I've had, and a hypnotizing white label. Poured nice and smooth and appeared jet black in the glass like most good imperials. Very little head on this one. Smelled of coffee and perhaps a hint of chocolate, though neither was overwhelming. Perfect milky smooth mouthfeel, I wanted to 'swish' it around in my mouth before drinking! A lot of flavor and very, very smooth. That Samuel Smith smoothness that I love only complimented the imperial style 'bite' that comes with some of the stronger imperials. I had to go with a 5 on the drinkability on this one, and I rarely give 5s. I did not want to put this one down. Did I mention that it was smooth??!! Alcohol not noticeable until the finish when an ever so slight alcohol warmth caps off a fine, no, very fine brew from Samuel Smith.",4.0,4.0,4.5,4.5,Guinness Extra Stout (Original),650,6,Irish Dry Stout,"This is an old stand by for me when I don't want anything too expensive or don't want to reward myself with something better. A decent stout, and I'll try to explain. I don't really get any smell from this one. I've sniffed away and I don't really detect anything with the exception of a possible, very slight, ""roasty"" aroma. Pours black and has a slight, tan head....a nice overall appearance. The mouthfeel is the best part of this beer for me....I would equate it to a lowfat chocolate milk. (not thick enough for regular!) The drinkability is ok, the only thing that comes to mind when drinking this is that its a little weak. I can put down a couple of them though. The overall taste lacks a little as well. Again, I taste something a little ""roasty"", but there is not much flavor there. A decent stout.",3.5,2.5,3.5,3.0,0.0,0.0,1.0,1.0
kevinl6,Weihenstephaner Original,712,2025-01-05 00:00:00,Munich Helles Lager,"This is, without a doubt, one fine lager. Not much of an aroma from this one, but that seems to be the case with many lagers. Poured a very clear, golden color with minimal bubbles. This stuff is insanely easy to drink. I find it very hard to set the glass down once I've picked it up! Great beer for summer time also. If you like lager, definately give this one a try.",4.0,3.5,4.0,4.5,Dead Guy Ale,355,2025-05-06 00:00:00,Maibock / Helles Bock,"Another winner from Rogue!!! Poured this one and saw only a little lacy head on one side the glass, virtually none at all. A thick amber colored beer, looked almost like a jar of mountain honey in my frosty mug. Lots of smell coming from this one...fruit? A very satisfying mixture of taste that is at first sweet, then that little bit of Rogue bitterness that makes a nice finish. A unique brew that is always in my fridge!!",4.5,4.0,3.5,4.0,1.0,0.0,,
kfoss99,Smuttynose Old Brown Dog Ale,184,6.5,American Brown Ale,"The picture of Olive should be hung in a museum. The ale is brown with a hint of mahogany. The mouth feel was hindered a bit, as the bottle hadn't been sitting in my refrigerator long enough, the ale could have been a little more carbonated. The ale smells like butter pecan ice cream, this shows in its taste, along with a hint of slightly roasted peanuts. This is an ale that looks good and tastes good. --Cheers Karl",4.5,4.0,3.0,4.5,Molson Golden,1313,5,American Blonde Ale,"12 oz. green bottle, poured into a pilsner glass. Poured with a 3/4 inch head that disappeared quickly, leaving only a thin clingy layer of foam, left a nice lace on the glass as consumed. The beer was a pale gold at the thinner part of the glass and a nice gold at the thickest part of the glass. A faint hop and grain smell could be detected, become increasingly skunky as warmed. Hops could be detected at the back of the mouth, smooth finish with a corn taste. The hops keep the beer from being too sweet, but as it warmed a macro sweetness creeps in and sticks around in the aftertaste. This beer looks nice, and is drinkable when cold, but is bland and somewhat unpleasant the warmer it gets. I would have given it higher ratings if the taste didn't disintegrate as it warmed.",3.5,2.5,3.0,2.0,0.0,1.0,,1.0
